p_id,name,brand,category,colour,price,price_tier,avg_rating,ratingCount,is_rated,bayesian_rating,confidence_score,confidence_tier,occasion,fabric,length,pattern,print_type,neck,sleeve_length,wash_care,trend,pockets,waistband,closure,desc_length,description_clean,img
16331730,Mitera Green Embroidered Chanderi Saree,Mitera,Saree,Green,6999.0,High-End,4.414,29,True,4.216,58.3,Medium,Traditional,,,Solid,Solid,,,Dry Clean,,,,,443,Design Details Green chanderi saree Solid saree with woven design border Has embroidered detail Disclaimer: The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree: Poly Cotton Saree: Poly Cotton Dry clean OnlyLength: 5.5 metres plus 80 centimetres blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/16331730/2021/12/20/fa24a858-1142-4062-aa67-e36bb4844a4c1639984321849TopsFABRICFITOORWomenTopsFABRICFITOORWomenTopsFABRICFITOORWo1.jpg
14995532,House of Pataudi Burgundy Ethnic Motifs Zari Saree,House of Pataudi,Saree,Burgundy,2799.0,Premium,4.238,147,True,4.203,67.4,Medium,Festive,,,Woven Design,Ethnic Motifs,,,Dry Clean,,,,,652,Purple Zari Woven Traditional Saree made of Cotton Blend Fabric. Ethnicl motives all over the saree with intricate woven design border makes it look more elegant. Its soft and cotton feel makes it perfect for an evening party. Saree length: 5.50 mtrs comes with an unstitiched blouse piece 0.80 mtrs. Design Details Burgundy saree Ethnic motifs woven design saree with woven design border Has zari detail The model is wearing a stitched version of the blouse piece. The saree comes with an unstitched blouse pieceSaree fabric: Cotton Blend Blouse fabric: Cotton Blend Dry cleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/14995532/2021/9/1/44403428-e676-4c4e-a604-affd8a1812c51630491192246-House-of-Pataudi-Purple-Ethnic-Motifs-Zari-Saree-25163049119-1.jpg
14905990,KALINI Taupe & Red Floral Printed Zari Border Organza Saree,KALINI,Saree,Taupe,4499.0,Premium,3.745,55,True,3.915,51.8,Medium,Daily,,,Printed,Floral,,,Hand Wash,,,,,409,Design Details Taupe and red saree Floral printed saree with zari border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.11 metresSaree fabric: Organza Blouse fabric: Satin Hand wash,http://assets.myntassets.com/assets/images/14905990/2021/7/23/29945a7a-d588-4935-8a55-0b1b68a3ae701626979165832KaliniTaupeNRedOrganzaSaree1.jpg
13427900,Inddus Maroon Solid Ruffled Saree,Inddus,Saree,Maroon,4399.0,Premium,4.385,109,True,4.296,67.7,Medium,Party,,,Solid,Solid,,,Dry Clean,,,,,322,Design Details: Maroon solid ruffled saree and has a solid border Disclaimer: The model is wearing a stitched version of the blouse piece. The saree comes with an unstitched blouse pieceLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx)Saree fabric: poly georgette Blouse fabric: art silk Dry-clean,http://assets.myntassets.com/assets/images/13427900/2021/2/23/e56cd29b-5972-4e7c-b3e2-3d25477ab5121614066711052-Inddus-Maroon-Solid-Ruffled-Saree-1301614066709322-1.jpg
19223026,Granthva Fab Olive Green Embellished Sequinned  Saree,Granthva Fab,Saree,Olive,3999.0,Premium,,0,False,,,Unrated,Festive,,,Embroidered,Embellished,,,Hand Wash,,,,,410,Design Details Olive green saree Embellished embroidered saree with embroidered border Has sequinned detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Poly Georgette Hand WashLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/19223026/2022/7/22/2d25a942-9591-4962-8203-85cf42027bf51658485709039GranthvaFabOliveGreenEmbellishedSequinnedReadytoWearSaree1.jpg
17737462,Sangria Sea Green & Blue Organza Saree,Sangria,Saree,Sea Green,3299.0,Premium,4.25,4,True,4.112,48.6,Medium,Daily,,,Printed,Abstract,,,Dry Clean,,,,,278,"Design Details Sea green and blue saree Abstract printed saree with no border The saree comes with an unstitched blouse piece, Check the image of the blouse piece to understand how the actual blouse piece looks like Saree: Organza Blouse:Satin Dry CleanSaree: 5.50 m Blouse: 1 m",http://assets.myntassets.com/assets/images/17737462/2022/4/2/3fe6af50-719a-4592-80a8-98457b37b06a1648882569400SangriaWomenSeaGreenSarees1.jpg
16615812,Mitera Floral Saree With Embroidered Border,Mitera,Saree,Grey,4899.0,Premium,4.178,45,True,4.138,58.2,Medium,Party,,,Embroidered,Floral,,,Dry Clean,,,,,762,"Nothing can beat the sheer elegance of this saree. Designed with an attractive art silk blouse and an organza fabric, it brings a unique aesthetic appeal. Grey tone embroidered saree with embroidered border Embroidered border Art silk blouse Organza Organza, dry clean The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like. Trend Alert Transparent touch refers to a fabric's see-through details that lend a charming and delicate touch to your attire. It blends feminine appeal and a hint of mystery to create a bold look.Organza Dry CleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)",http://assets.myntassets.com/assets/images/16615812/2022/1/21/05393d08-4827-4c00-adb2-a70158356e4d1642755558889-Mitera-Grey-Organza-Ethnic-Embroidered-Party-Wear-Saree-with-1.jpg
19026058,Nalli Next Orange & Gold-Toned Zari Silk Cotton Saree,Nalli Next,Saree,Orange,1857.0,Mid,,0,False,,,Unrated,Festive,,,Striped,Solid,,,Dry Clean,,,,,394,Design Details Orange and gold-toned saree Solid striped saree with zari border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Silk Cotton Dry WashLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/19026058/2022/7/8/309cf723-8520-4335-adc5-fae59e93dd431657284193134NalliOrangeGold-TonedStripedZariSilkCottonSaree1.jpg
17737422,Sangria Black Belted Organza Saree,Sangria,Saree,Black,3499.0,Premium,3.214,14,True,3.907,46.6,Medium,Party,,,Solid,Solid,,,Dry Clean,,,,,431,"Design Details Black saree Solid saree with no border Comes with an embellished belt The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)Saree: Soft Organza, Blouse:Soft Organza, Embellished Belt Dry Clean",http://assets.myntassets.com/assets/images/17737422/2022/4/2/b03f8b78-d359-422d-b4b6-f8b21fe0e29d1648882603626SangriaWomenBlackSarees1.jpg
19308762,Triyah Women Black Solid Saree Blouse,Triyah,Saree,Black,1999.0,Mid,,0,False,,,Unrated,Party,Other,,Solid,,V-Neck,Sleeveless,,,,,Hook and Eye,160,"Black solid saree blouse, has a v neck, sleeveless, and back hook and eye closer and cut-out detail The model (height 5'8"") is wearing XS Dry Clean & Steam only",http://assets.myntassets.com/assets/images/19308762/2022/7/29/84b62832-a42e-4eac-b9f1-05570132f2651659097117771SareeBlouse1.jpg
13901262,Saree mall Pink Printed Saree,Saree mall,Saree,Pink,2099.0,Mid,4.087,495,True,4.088,71.0,High,Daily,,,Printed,Floral,,,Dry Clean,,,,,328,Design Details: Pink printed saree and has a woven design border Disclaimer:The model is wearing a stitched version of the blouse piece. The saree comes with an unstitched blouse piece.Length: 5.5 metres plus 0.8 metre(80 cm) blouse piece Width: 1.06 metres (approx)Saree fabric: silk cotton Blouse fabric: silk cotton Dry-clean,http://assets.myntassets.com/assets/images/13901262/2021/4/16/46397a02-20ed-4c39-af0c-b410c955b7351618559027028-Saree-mall-Women-Sarees-2421618559026163-1.jpg
16587928,Mitera Orange & Golden Paisley Design Zari Banarasi Silk Saree,Mitera,Saree,Orange,5999.0,High-End,4.167,30,True,4.126,55.6,Medium,Traditional,,,Woven Design,Paisley,,,Dry Clean,,,,,460,Design Details Orange and golden banarasi saree Paisley woven design saree with zari border Has zari detail Disclaimer: The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree: Banarasi Silk Blouse: Banarasi Silk Dry Clean OnlyLength: 5.5 metres plus 80 centimetres blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/16587928/2022/1/13/2ce8f0de-965b-4f7f-804d-ddb6b0819d201642046832132-Mitera-Orange--Golden-Paisley-Design-Zari-Banarasi-Saree-882-1.jpg
18055668,Swtantra Women Black Embroidered Net Saree Blouse,Swtantra,Saree,Black,2499.0,Mid,5.0,2,True,4.136,48.3,Medium,Party,Viscose Rayon,,Embroidered,,U-Neck,Short Sleeves,,,,,Hook and Eye,197,"Black embroidered padded blouse has a U neck, short sleeves, and hook & eye closure with tie-up detailsViscose Rayon, net and cotton lining Dry Clean Steam only The model (height 5'8"") is wearing S",http://assets.myntassets.com/assets/images/18055668/2022/4/27/9aa78053-d405-4438-a61e-76847986d79c1651039772413SareeBlouse1.jpg
14995548,House of Pataudi Purple & Gold-Toned Ethnic Motifs Zari Silk Blend Banarasi Saree,House of Pataudi,Saree,Purple,3799.0,Premium,4.111,72,True,4.107,59.9,Medium,Traditional,,,Woven Design,Ethnic Motifs,,,Dry Clean,,,,,731,"Purple Zari Jaal Floral Woven Banarasi Traditional Silk Blend Saree with a heavy Pallu to give you a stunning look .Its allover Jaal Woven design gives a perfect Indian Traditional look in all the Parties and Functions. This Silk Saree can be easily draped to make you look more Elegant when paired with ornaments. Saree Length:5.50mtr, UnstitchedBlouse:0.80mtr Design Details Purple and gold-toned banarasi saree Ethnic motifs woven design saree with woven design border Has zari detail The model is wearing a stitched version of the blouse piece. The saree comes with an unstitched blouse pieceSaree fabric: Silk Blend Blouse fabric: Silk Blend Dry cleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)",http://assets.myntassets.com/assets/images/14995548/2022/4/5/e53442a9-692f-44da-9f6c-b3743f9dc4c51649158041212-House-of-Pataudi-Purple--Gold-Toned-Ethnic-Motifs-Zari-Silk--1.jpg
14277162,Anouk Pink & Golden Embroidered Organza Saree,Anouk,Saree,Pink,4899.0,Premium,4.175,57,True,4.14,59.3,Medium,Festive,,,Solid,Solid,,,Dry Clean,,,,,450,Design Details Pink and golden saree Solid saree with embroidered border Has embroidered detail Disclaimer: The saree comes with an unstitched blouse piece. The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre (80 cm) blouse piece Width: 1.06 metres (approx.)Saree fabric: Organza Blouse fabric: Art Silk Dry clean,http://assets.myntassets.com/assets/images/14277162/2021/6/15/4a6ceee5-c817-4de6-be53-c790db2f5c051623744608371AnoukPinkGoldenEmbroideredOrganzaSaree1.jpg
19199132,Fashionuma Red & Mustard Ethnic Motifs Pure Silk Saree,Fashionuma,Saree,Red,2999.0,Premium,,0,False,,,Unrated,Festive,,,Printed,Ethnic Motifs,,,Dry Clean,,,,,479,"Design Details Red and mustard saree Ethnic motifs printed saree with printed border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)Sari Fabric : Silk (Dola) Blouse Fabric : Silk (Dola) Wash Care: Dry clean for the first wash, there after hand wash",http://assets.myntassets.com/assets/images/19199132/2022/7/21/13257f75-d5a8-47e0-b48d-7685b385c5f51658386575646SareeBlouse1.jpg
15096662,Anouk Red Embellished Net Saree,Anouk,Saree,Red,3799.0,Premium,3.263,38,True,3.739,45.0,Medium,Festive,,,Embellished,Embellished,,,Dry Clean,,,,,419,Design Details Red saree Embellished saree with embroidered border Has beads and stones detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: Net Blouse fabric: Net Dry cleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/15096662/2021/9/13/3465ed23-1959-4bb0-8655-4a9ecea633fe1631522513342-Anouk-Women-Sarees-6231631522512525-1.jpg
18924164,Mitera Women Turquoise Blue Ethnic Motifs Silk Blend Banarasi Saree,Mitera,Saree,Turquoise Blue,8599.0,High-End,,0,False,,,Unrated,Festive,,,Woven Design,Ethnic Motifs,,,Dry Clean,,,,,401,Design Details Turquoise blue banarasi saree Ethnic motifs woven design saree with woven design border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)Silk blend Dry Clean,http://assets.myntassets.com/assets/images/18924164/2022/6/30/80138fcb-fd34-41f6-8e30-3ecb5cdc7f691656583215457MiteraTurquoiseBlueEthnicMotifsSilkBlendBanarasiSaree1.jpg
19087918,Swtantra Green & Gold-Toned Embellished Chiffon Saree,Swtantra,Saree,Green,3299.0,Premium,,0,False,,,Unrated,Party,,,Embellished,Embellished,,,Dry Clean,,,,,258,"Design Details Greenand gold-toned saree Embellished saree with no border The saree does not come with a blouse piece The model is wearing a blouse for modelling purpose onlyGreen Dry Clean only, Steam OnlyLength: 5.5 metres plus Width: 1.06 metres (approx.)",http://assets.myntassets.com/assets/images/19087918/2022/7/13/597a260f-6e46-4b45-a48a-16af48cbd8fc1657705388239Sarees1.jpg
14192662,Saree mall Warli Saree with Sleek border,Saree mall,Saree,Grey,2899.0,Premium,4.021,337,True,4.031,65.6,Medium,Traditional,,,Printed,Warli,,,Machine Wash,,,,,703,"Look stylish and feel comfortable in this alluring saree. It sports a warli print and a solid border for an eye-catching look. Grey printed saree with solid border Warli print Solid border Art silk blouse Art silk, machine wash The model is wearing the stitched blouse that comes with the saree. Trend Alert Lending an artsy-boho vibe, indie prints are a contemporary twist to existing textiles and techniques. Crafted by independent artists and designers, indie prints blend ethnic motifs and patterns with a mix of bold and neutral hues to create a unique, chic look.Saree fabric: Art Silk Blouse fabric: Art Silk Machine washLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)",http://assets.myntassets.com/assets/images/14192662/2021/7/14/ab13b08f-96bc-4d45-839f-a3599df002f21626232339243-Saree-Mall-Grey-Bhagalpuri-Silk-Ethnic-Warli-Print-Casual-We-1.jpg
18954980,Wuxi Orange & Gold-Toned Zari Pure Cotton Banarasi Saree,Wuxi,Saree,Orange,2999.0,Premium,,0,False,,,Unrated,Traditional,,,Woven Design,Solid,,,Dry Clean,,,,,412,Design Details Orange and gold-toned banarasi saree Solid woven design saree with striped border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Pure Cotton Dry CleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/18954980/2022/7/3/7d2e64ce-f6cb-4a31-b8a7-4bec2041a2bc1656788936083WuxiOrangeGold-TonedWovenDesignZariPureCottonBanarasiSaree1.jpg
12122978,SHAVYA White Pure Silk Self-Checked Kasavu Saree,SHAVYA,Saree,White,3999.0,Premium,4.101,168,True,4.101,63.3,Medium,Traditional,,,Checked,Checked,,,Dry Clean,,,,,853,"Design Details: White kasavu self-checked saree with zari detail and has a woven design border The model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece. Origin: Kasavu sarees originated from the land of God s own country , Kerala. These are handwoven sarees in shades of white and has a golden border. Fabric: Silk is a natural fibre produced from the cocoons of mulberry silkworm and has a shimmering appearance due to the triangular prism-like structure in the weave. Ornamentation: Zari work is known for the art of weaving threads in golden and silver colours. It involves the process of twisting a flattened metallic strip, which sometimes is made from pure gold and silver.Saree fabric: pure silk Blouse fabric: pure silk Dry-cleanLength: 5.5 metres plus 80 cm blouse piece Width: 1.06 metres (approx)",http://assets.myntassets.com/assets/images/12122978/2020/8/20/23ed32e7-b281-4ea8-9497-a67b9edd3cc81597904421205ShavyaGoldWhiteGoldTonedZariOnamFestiveKasavuSaree1.jpg
17334586,Sangria Black & White Embellished Sequinned Pure Georgette Palazoo Saree,Sangria,Saree,Black,4299.0,Premium,4.333,6,True,4.126,49.6,Medium,Festive,,,Embellished,Embellished,,,Dry Clean,,,,,345,Design Details Black and white saree Embellished saree with embellished border Has sequinned detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Georgette Dry cleanSaree Length : 6.30 MTR,http://assets.myntassets.com/assets/images/17334586/2022/3/8/08dacbfd-bfcb-4702-baa3-636d76fb39161646709248447SangriaBlackWhiteEmbellishedSequinnedPureGeorgetteSaree1.jpg
15601780,Mitera Teal & Silver-Toned Woven Design Organza Banarasi Saree,Mitera,Saree,Teal,8599.0,High-End,4.103,87,True,4.102,59.1,Medium,Traditional,,,Woven Design,Woven Design,,,Dry Clean,,,,,419,Design Details Teal and silver-toned banarasi saree Woven design saree with zari border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1 metre (approx.)Saree fabric: Organza Blouse fabric: Silk Blend Dry clean,http://assets.myntassets.com/assets/images/15601780/2021/9/24/2fa6582c-d025-4039-baef-ca926d70cfa81632479727337MiteraGreenSilkBlendEthnicWovendesignFestiveSareewithMatchin1.jpg
18679984,La Vastraa Yellow & Pink Floral Pure Chiffon Saree,La Vastraa,Saree,Yellow,7990.0,High-End,,0,False,,,Unrated,Party,,,Printed,Floral,,,Dry Clean,,,,,392,Design Details Yellow and pink saree Floral hand painted saree with border Border: Hand painted The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like. Always Dry Clean Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/18679984/2022/7/1/8b9549d6-6e19-46fa-ba13-308d66b80b4f1656618789853LaVastraaYellowPinkFloralPureChiffonSaree1.jpg
13253466,SALWAR STUDIO Women Green & Gold-Coloured Woven Design Padded Saree Blouse,SALWAR STUDIO,Saree,Green,2975.0,Premium,4.119,59,True,4.111,60.2,Medium,Festive,Brocade,,Woven Design,,Round Neck,Short Sleeves,,,,,Hook and Eye,334,"Green and gold-coloured solid saree padded blouse has a round neck, short sleeves, deep back with tie up closures, hook-and-eye placket on the front Disclaimer: Product colour may slightly vary due to photographic lighting sources or your monitor settings. The model (height 5'8"") is wearing a size S Brocade First wash dry clean only",http://assets.myntassets.com/assets/images/productimage/2020/12/16/63ef81b9-0791-4f88-a969-10e9deb0dc951608098720548-1.jpg
17066888,KALINI Brown & Orange Abstract Printed Pure Georgette Saree,KALINI,Saree,Brown,1964.0,Mid,3.579,19,True,3.957,53.4,Medium,Daily,,,Printed,Abstract,,,Hand Wash,,,,,438,Design Details Brown and orange saree Abstract printed saree with solid border Disclaimer: The saree comes with an unstitched blouse piece. The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: pure georgette Blouse fabric: pure georgette Hand washLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/17066888/2022/3/4/6b3a17dd-59c5-4819-b278-a045ae6057d31646373144503-KALINI-Brown--Orange-Abstract-Printed-Pure-Georgette-Saree-4-1.jpg
18135082,Mitera Olive Green Ethnic Motifs Zari Silk Cotton Banarasi Saree,Mitera,Saree,Olive,5999.0,High-End,3.75,8,True,4.053,47.6,Medium,Traditional,,,Woven Design,Ethnic Motifs,,,Dry Clean,,,,,430,Design Details Olive green banarasi saree Ethnic motifs woven design saree with zari border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree: Silk Cotton Blouse: Brocade Dry CleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/18135082/2022/5/20/31d045f6-5e50-4310-b006-488ca3b02ffd1653018241862-Mitera-Olive-Green-Ethnic-Motifs-Zari-Silk-Cotton-Banarasi-S-1.jpg
18205188,Inddus Red & Gold-Toned Woven Design Silk Blend Patola Saree,Inddus,Saree,Red,4399.0,Premium,3.0,6,True,3.983,44.8,Low,Traditional,,,Woven Design,Ethnic Motifs,,,Dry Clean,,,,,445,Design Details Red and gold-toned patola saree Ethnic Motifs woven design saree with woven design border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree: Silk Blend Blouse: Silk Blend Dry CleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/18205188/2022/5/9/03acda4b-9557-49bf-b446-c6ac7e3c0a121652104035332InddusWomenRedSarees1.jpg
16575870,House of Pataudi Maroon & Bronze-Toned Ethnic Motifs Beads and Stones Saree,House of Pataudi,Saree,Maroon,3999.0,Premium,4.379,29,True,4.203,58.9,Medium,Traditional,,,Woven Design,Ethnic Motifs,,,Dry Clean,,,,,349,Design Details Maroon and bronze-toned saree Ethnic motifs woven design saree with embellished and tasselled border Has beads and stones detail The model is wearing the stitched blouse that comes with the sareeSaree fabric: Cotton Blend Blouse fabric: Cotton Blend Dry cleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/16575870/2022/4/5/9037323c-cc5c-4fb7-b998-8a8144a6b1c91649157118398-House-of-Pataudi-Maroon--Bronze-Toned-Ethnic-Motifs-Beads-an-1.jpg
18923930,Swtantra Women Black Solid Net Saree Blouse,Swtantra,Saree,Black,2799.0,Premium,,0,False,,,Unrated,Party,Other,,Solid,,Sweetheart Neck,Long Sleeves,,,,,Hook and Eye,164,"Black solid saree blouse, has a sweatheart neck, long sleeves and hook & eye closure at the backNet Dry clean & steam only The model (height 5'8"") is wearing size S",http://assets.myntassets.com/assets/images/18923930/2022/7/1/5cf5e3f0-1458-4fd6-961f-26fd31d52acc1656670793495SwtantraWomenBlackSolidSareeBlouse1.jpg
18287366,Pothys Blue Ethnic Motifs Sequinned Pure Chiffon Saree,Pothys,Saree,Blue,4610.0,Premium,,0,False,,,Unrated,Party,,,Embroidered,Ethnic Motifs,,,Dry Clean,,,,,444,Design Details Blue saree Ethnic motifs embroidered saree with embroidered border Has sequinned detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)Saree Fabric:Pure Chiffon Blouse Fabric: Pure Chiffon Hand Wash,http://assets.myntassets.com/assets/images/18287366/2022/7/29/fa35e50d-8974-43f0-80c0-b026a49c617b1659094696877-Pothys-Blue-Ethnic-Motifs-Sequinned-Pure-Chiffon-Saree-81416-1.jpg
18091860,Mitera Burgundy Solid  Satin Saree,Mitera,Saree,Burgundy,3999.0,Premium,4.765,17,True,4.27,58.8,Medium,Festive,,,Solid,Solid,,,Dry Clean,,,,,418,Design Details Burgundy saree Solid saree with solid border Has sequinned detail Disclaimer: The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree: Satin Blouse: Velvet Dry Clean OnlyLength: 5.5 metres plus 80 centimetres blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/18091860/2022/5/23/e4581979-d881-4dd1-84ff-1b03378bf7761653286729351-Mitera-Burgundy-Solid--Satin-Saree-6271653286728653-1.jpg
7079948,Inddus Burgundy Solid Ruffle Saree,Inddus,Saree,Burgundy,3949.0,Premium,4.344,503,True,4.322,75.7,High,Party,,,Solid,Solid,,,Machine Wash,,,,,206,Design Detail: Burgundy solid saree Comes with a blouse pieceLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx)Saree fabric: poly georgette Blouse fabric: poly georgette Machine-wash,http://assets.myntassets.com/assets/images/7079948/2018/8/29/967967f3-6366-4f24-b9ea-a4e9e297b4291535534122865-Inddus-Women-Sarees-7451535534122708-1.jpg
16848432,KALINI Maroon & Gold-Toned Ethnic Motifs Foil Printed Zari Saree,KALINI,Saree,Maroon,2419.0,Mid,3.543,35,True,3.871,51.6,Medium,Festive,,,Printed,Ethnic Motifs,,,Dry Clean,,,,,455,Design Details Maroon and gold-toned saree Ethnic motifs printed saree with zari border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree: Lycra Blouse :Benglori Silk Wash Care : Dry Clean Or Machine WashLength: 5.35 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),http://assets.myntassets.com/assets/images/16848432/2022/1/17/a67ecd88-8307-4d1c-aa19-b1bba76a283f1642420201099KALINIWomenMaroonPrinted1.jpg
16872760,Libas Grey Pure Georgette Saree,Libas,Saree,Grey,7999.0,High-End,,0,False,,,Unrated,Party,,,Solid,Solid,,,Hand Wash,,,,,918,"Coalesce your Indian wear collection with this sophisticated saree. Tailored with a rich solid pattern and pure georgette blouse, this saree lends you a royal look. Beautiful grey tone solid saree with solid border Solid border Pure georgette blouse Pure georgette, hand wash Ruffled The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like. Trend Alert Ruffles are decorative frills that add volume, flair, and panache to any outfit. They lend a dash of feminine grace and beauty to garments and create a youthful look. Ruffles also have an air of timeless elegance, allowing an outfit to transition from day to night with ease.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)Saree Fabric: Pure Georgette Blouse Fabric: Pure Georgette Hand-wash",http://assets.myntassets.com/assets/images/16872760/2022/2/14/ad09b87e-8c17-4285-9375-83e0d549e32d1644817130988-Libas-Women-Sarees-9931644817130218-1.jpg
15519332,Mitera Purple & Pink Bandhani Saree,Mitera,Saree,Purple,3499.0,Premium,4.286,231,True,4.253,70.2,High,Traditional,,,Printed,Bandhani,,,Dry Clean,,,,,414,Design Details Purple and pink bandhani saree Bandhani printed saree with printed border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: Poly Crepe Blouse fabric: Poly Crepe Dry cleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1 metres,http://assets.myntassets.com/assets/images/15519332/2021/9/17/dd2b8efb-0928-40b7-8403-09a70741c24e1631892091915MiteraPinkPolyCrapeEthnicPrintedFestiveSareewithMatchingBlou1.jpg
